branch_id,time_s,spectral_abscissa_s_inv,numerical_abscissa_s_inv,dominant_frequency_s_inv,dominant_mode_condition_number,dominant_right_constitutive_fraction,dominant_left_constitutive_fraction,adjacent_leader_rotation_deg,adjacent_commutator
onset_x,0.0001075,25.488743632818046,219036590315.32098,4.9019338200819156e-11,21450.088360364614,0.9999999989596602,1.0000000000000004,0.01136344805448176,1.0808988637075112e-07
onset_x,0.00011,26.406356014969422,224601837551.51025,3.0413583129262727e-10,20002.782595562698,0.9999999989004802,1.0,0.011780778160357733,1.022762034067382e-07
onset_x,0.0001125,27.339280133734725,230299639732.09686,9.614776084301065e-11,18675.956483045713,0.9999999988389674,1.0,0.012202139576320277,9.681742096134452e-08
onset_x,0.00011499999999999999,28.28711247619652,236129981708.45477,2.2660561383404582e-10,17458.213770898572,0.9999999987750694,0.9999999999999998,0.012627387499771525,9.16655517082507e-08
onset_x,0.00011750000000000001,29.249476118372133,242092848457.90472,7.396172404013762e-10,16339.286876238146,0.9999999987087307,0.9999999999999998,0.013056746499262613,8.680461020834748e-08
onset_x,0.00011999999999999999,30.226053169482746,248188225141.14825,7.707398617085411e-10,15309.914925911977,0.9999999986398953,1.0,0.013490366809809732,8.221910559096411e-08
onset_x,0.0001225,31.216596847633692,254416097055.73315,1.9830459468934232e-10,14361.732643814332,0.9999999985684995,1.0,0.013928727739438576,7.789409503410056e-08
onset_x,0.000125,32.22096495905928,260776449683.33456,3.299238447487531e-10,13487.167467081907,0.999999998494473,1.0,0.014372562635951866,7.381520693898166e-08
onset_x,0.00012749999999999998,33.23916475229054,267269268690.14267,4.741681298566446e-11,12679.343979553,0.9999999984177301,1.0,0.014822992889648364,6.996867622315467e-08
onset_x,0.00013,34.27141393990572,273894539930.17578,3.459663891632568e-10,11931.99289331363,0.9999999983381656,0.9999999999999998,0.015281764180689151,6.634133915756407e-08
onset_x,0.0001325,35.318234599543416,280652249467.4639,3.0668490487504967e-10,11239.361816948714,0.9999999982556433,1.0,0.01575149275820575,6.292065225395721e-08
onset_x,0.00013499999999999997,36.38058810880813,287542383578.17413,1.2677512220275636e-10,10596.123344672991,0.999999998169979,1.0000000000000004,0.01623622026427809,5.969467802320631e-08
onset_x,0.0001375,37.46009314356703,294564928707.02216,1.0500587616013429e-10,9997.273579574903,0.9999999980809164,1.0,0.016742092896030097,5.665208412121169e-08
onset_x,0.00014,38.55937159472837,301719871546.52386,1.688116258641067e-10,9438.00915946128,0.999999997988086,1.0,0.017278739924622557,5.3782130738460946e-08
onset_y,5e-07,7.064102202479962e-08,472894766535.97626,4.890889282415469e-18,607.3167651078328,0.999992385774376,1.0000000000000004,0.0,0.0
onset_y,5.3125e-07,2.841294104677607e-07,472899209430.32886,1.9326180869953265e-16,601.2821708024012,0.9999923857968084,1.0,0.003303026911845051,5.850068959998374e-11
onset_y,5.625e-07,1.0425558749415396e-06,472903816391.5299,5.902548631638655e-16,596.0673725970397,0.9999923858190223,1.0,0.004045724415977468,5.850044984868338e-11
onset_y,5.9375e-07,3.562494322203512e-06,472908587418.137,2.1831187817941663e-16,591.5572814152042,0.9999923858413198,1.0,0.0038522345453543888,5.850020167197605e-11
onset_y,6.25e-07,1.1491464601106011e-05,472913522508.65643,3.7004405548762014e-15,587.6174789556865,0.9999923858637269,1.0,0.0035101255430223383,5.849994506948943e-11
